#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-10-18T19:42:27 [V7.294]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.294	
#INFO	-ref=VIZ634efed233c530	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:J/MNRAS/504/356&tab:{J/MNRAS/504/356/table12}&key:source=J/MNRAS/504/356&HTTPPRM:&&-ref=VIZ634efed233c530&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Cluster&-out=RA_ICRS&-out=DE_ICRS&-out=r50&-out=N&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Plx&-out=e_Plx&-out=RV&-out=e_RV&-out=NRV&-out=Dist&-out=e_Dist&-out=logage&-out=e_logage&-out=[Fe/H]&-out=e_[Fe/H]&-out=Av&-out=e_Av&-out=FileName&-out=SimbadName&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/504/356/table12
#-order=I
#-out=Cluster
#N=>10
#-out=RV
#RV=!=null
#-out=e_RV
#NRV=>1
#-out=Dist
#Dist=!=null
#-out=e_Dist
#

#RESOURCE=yCat_75040356
#Name: J/MNRAS/504/356
#Title: Updated parameters of 1743 open clusters (Dias+, 2021)
#Coosys	H_2015.500:	ICRS
#Coosys	G:	galactic
#Table	J_MNRAS_504_356_table12:
#Name: J/MNRAS/504/356/table12
#Title: Results of mean astrometric parameters obtained using the Gaia DR2 stellar proper motion and parallaxes (table 1) and fundamental parameters obtained from the isochrone fits (table2)
#Column	_Glon	(F10.6)	Galactic longitude at Epoch=J2015.5, proper motions taken into account 	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude at Epoch=J2015.5, proper motions taken into account 	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RV	(F8.3)	? Cluster mean radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F7.3)	? rms uncertainty on pm RV	[ucd=stat.error]
#Column	Dist	(I4)	Cluster distance	[ucd=pos.distance]
#Column	e_Dist	(I4)	rms uncertainty on Dist	[ucd=stat.error]
_Glon;_Glat;Cluster;RV;e_RV;Dist;e_Dist
357.533056;+02.848194;Trumpler_26      ;  -7.528;  0.269;1348;  68
356.016209;-00.286005;Trumpler_28      ; -39.396;  0.223;1355;  81
138.017696;+04.544582;Trumpler_3       ; -22.273;  6.989; 646;  11
355.711661;-05.261977;Trumpler_30      ; -18.671;  0.569;1222;  62
017.172053;+01.350892;Trumpler_32      ;  17.222;  0.949;1565; 107
202.819742;+01.020990;Trumpler_5       ;  51.472;  0.908;3260; 122
264.385603;+11.267294;Turner_5         ;  -3.584;  1.251; 430;  13
064.943493;+02.687152;Turner_9         ; -12.753;  0.294;1614;  62
027.755399;-01.262818;UBC_108          ;  16.328;  1.214;1524;  40
065.422211;-00.231702;UBC_132          ;   8.050;  0.977;2906; 309
086.110503;+01.605522;UBC_149          ; -27.121;  1.001;2229;  48
088.112123;-00.920189;UBC_154          ; -35.360;  0.967;3075; 154
103.624249;-08.793044;UBC_169          ; -29.614;  0.205;1334;  60
205.229241;-18.070084;UBC_17a          ;  22.119;  2.603; 355;   3
139.486295;-11.330448;UBC_194          ;  -4.953;  0.518;1210;  87
235.683301;-07.373933;UBC_225          ;  59.483;  0.537;2799; 280
242.260542;+03.032473;UBC_232          ;  48.261;  0.579;2982; 201
272.842744;-02.692188;UBC_248          ;  24.152;  0.716;2609; 124
274.724614;-03.482944;UBC_252          ;  19.511;  0.999;3951; 205
287.641828;-01.474716;UBC_262          ;  -2.463;  0.522;3399; 442
296.132523;-00.568714;UBC_280          ; -12.749;  0.197;2255;  78
302.448078;+03.509688;UBC_290          ; -23.607;  0.249;1533;  34
318.578843;+03.042519;UBC_303          ; -49.116;  0.239;1667; 129
163.284049;-14.512044;UBC_31           ;  20.259;  2.919; 379;   2
335.529728;+00.925066;UBC_315          ; -54.650;  0.943;1968;  84
336.594355;-00.262199;UBC_316          ; -24.644;  0.772;1643;  34
337.493984;-01.181434;UBC_317          ; -60.253;  0.276;2135;  77
342.362338;-01.243379;UBC_322          ; -35.597;  0.665;2881; 342
350.228576;+01.844859;UBC_326          ; -67.456;  0.966;1542;  66
006.098595;-01.957311;UBC_337          ;   4.344;  0.424;1721;  52
014.857709;-02.230486;UBC_341          ;   2.320;  0.213;2041;  76
015.602142;+00.977858;UBC_342          ; -15.267;  1.317;1620;  81
026.963290;-01.208137;UBC_352          ;  45.826;  1.016;3866; 228
028.773280;-01.561482;UBC_354          ;  -9.126;  0.724;1824; 101
124.751936;-03.186401;UBC_36           ; -50.455;  0.319;1900; 159
069.855102;-04.647426;UBC_364          ;   9.745;  0.803;1693;  65
073.162130;+03.936396;UBC_366          ;  -1.879;  0.609;1810;  58
106.211325;+00.618841;UBC_391          ; -72.750;  1.638;2386;  98
119.215820;+00.713627;UBC_407          ; -75.435;  0.347;2779; 117
120.187326;+00.492022;UBC_409          ; -59.371;  1.410;2918; 185
158.070159;-02.968369;UBC_428          ; -15.185;  0.890;2837; 264
195.698478;+00.013529;UBC_438          ;  74.681;  0.805;4113; 328
217.085970;-06.840734;UBC_443          ;  25.029;  2.191;2704; 271
235.199364;+02.049509;UBC_458          ;  68.394;  0.391;3660;  96
241.467125;+02.553481;UBC_461          ;  78.564;  0.986;3047; 155
251.741350;-02.202390;UBC_472          ;   9.117;  0.623;1932;  57
251.913451;-00.462540;UBC_473          ;  77.806;  0.941;4924; 402
265.173845;-01.985409;UBC_482          ;  29.322;  0.514;2001; 105
275.490311;-01.147719;UBC_491          ;  10.714;  0.900;3868; 325
277.813997;-04.928746;UBC_493          ;   8.462;  0.788;1735;  36
279.251792;-03.510208;UBC_495          ;  20.320;  1.697;3474; 304
286.827180;-04.129599;UBC_503          ;   7.373;  1.393;2118;  93
289.228621;-00.719827;UBC_508          ;  22.321;  0.796;5090; 246
299.293459;+02.268994;UBC_519          ; -36.267;  1.338;2945; 124
151.645262;+01.467137;UBC_52           ; -29.962;  2.820;2081; 130
302.816534;+01.883436;UBC_524          ; -36.187;  0.515;3090; 130
308.498487;+00.758847;UBC_528          ; -36.381;  0.791;3468; 328
311.396759;-01.442056;UBC_531          ; -23.635;  0.387;2601; 115
325.594248;-01.986415;UBC_535          ; -35.182;  0.319;3022;  99
331.717304;-00.613137;UBC_540          ; -36.461;  0.765;2972; 370
332.410091;+00.843941;UBC_541          ; -41.406;  0.685;2406; 170
338.366230;-03.061436;UBC_546          ; -47.577;  0.635;1942;  43
338.738248;+00.154491;UBC_548          ; -23.242;  1.041;2501; 130
348.580755;+04.014394;UBC_560          ;  -3.358;  0.597;1576;  70
157.473859;-06.307574;UBC_57           ;   5.209;  0.470;1602;  83
359.871680;-01.033846;UBC_571          ; -41.234;  0.686;2624; 130
012.172788;-07.787680;UBC_572          ; -29.445;  0.524;1542;  63
028.779012;-01.518009;UBC_574          ;  -8.703;  0.614;1738;  19
073.497390;+00.959133;UBC_580          ;  -5.461;  1.607;3953; 308
081.890156;+08.165253;UBC_586          ;  -5.221;  1.149;2716; 206
162.057089;+07.442982;UBC_59           ; -32.302;  0.711;2215; 202
126.332369;+01.845649;UBC_600          ; -68.667;  0.574;5425; 402
130.976939;-07.245441;UBC_603          ; -43.987;  0.456;3062; 156
151.272988;+02.302543;UBC_609          ; -49.940;  0.853;3899; 255
157.955849;+16.140507;UBC_610          ;  -2.856;  0.457;3838; 469
175.884768;-03.887588;UBC_614          ;  -0.906;  0.968;1849; 117
200.220890;-02.490016;UBC_617          ;  61.138;  0.751;2261;  90
203.144835;-02.350022;UBC_618          ;  37.319;  0.888;5389; 607
205.037921;+13.685623;UBC_619          ;  67.483;  1.326;2895; 560
213.027733;+17.266939;UBC_623          ;  79.429;  0.616;2388; 106
213.100023;+18.194931;UBC_624          ;  45.923;  0.416;2535; 220
216.644176;+02.159666;UBC_626          ;  66.581;  1.084;4202; 468
219.585033;+15.890491;UBC_627          ;  88.773;  1.050;2660; 232
220.404813;+00.977406;UBC_628          ; 110.293;  1.539;5378; 675
231.176278;+01.556958;UBC_633          ; 101.613;  0.770;5578; 215
279.700053;-01.116918;UBC_651          ;  10.501;  0.559;4143; 190
290.897135;+00.855246;UBC_660          ;   1.309;  3.261;2225;  40
337.430228;-01.231128;UBC_668          ; -44.385;  0.765;3290;  99
342.591839;+00.062451;UBC_671          ;  -8.539;  0.453;2253; 183
202.303224;-02.333233;UBC_82           ;  12.650;  0.644;1984; 174
326.137008;-01.374394;UFMG_2           ; -45.168;  1.255;2330;  61
326.708666;-01.134143;UFMG_3           ; -22.119;  0.313;1897;  70
329.996483;-00.349056;UFMG_38          ; -65.452;  0.457;2819; 135
079.435422;-09.175829;UPK_113          ; -14.576;  2.582; 684;  10
015.330161;-14.942796;UPK_12           ; -40.746;  2.712; 644;   8
088.891216;-05.767626;UPK_136          ;  -2.866;  8.366; 649;  10
017.587647;-12.310722;UPK_16           ;  13.566;  5.239; 793;  21
100.319698;-09.969984;UPK_166          ;  -7.988;  6.780; 625;  16
100.781906;-06.764191;UPK_167          ; -15.903;  1.473; 541;   8
101.519120;-14.570034;UPK_168          ;  -6.960;  3.172; 589;   9
105.206625;-01.357264;UPK_180          ; -14.301;  8.635; 842;   3
105.769438;-09.946619;UPK_185          ; -10.817;  3.211; 554;  12
019.383526;-06.877644;UPK_21           ; -25.270;  1.452; 591;  11
114.358245;+05.104136;UPK_220          ;  -7.194;  0.669; 950;  12
116.886102;+09.720908;UPK_230          ;  -5.322;  5.407; 535;   5
023.078900;-04.687395;UPK_24           ;  -0.798;  4.949; 501;   5
024.752615;+04.540076;UPK_27           ; -31.303;  0.296; 910;  36
026.143024;+01.257212;UPK_29           ;  25.799; 13.112; 657;  10
142.363252;-09.737587;UPK_296          ; -12.661;  0.852; 533;   5
145.791797;-18.892945;UPK_305          ;   4.197;  2.682; 415;   3
026.649435;-06.590805;UPK_31           ; -16.265;  4.797; 539;   4
027.786007;+00.544888;UPK_33           ; -10.418;  0.257; 510;  15
155.918489;-05.816742;UPK_333          ;  24.288;  0.358; 724;   6
167.320354;+19.330916;UPK_350          ;   5.613;  3.447; 453;   7
183.661531;+07.012792;UPK_381          ;   5.646;  6.675; 703;  22
187.963360;-16.997968;UPK_385          ;  24.240;  2.516; 316;   4
198.706284;-11.552199;UPK_398          ;  30.658;  1.059; 448;   2
212.982282;-16.732873;UPK_422          ;  25.452;  2.184; 297;   1
216.551449;+05.002964;UPK_429          ;   8.805;  9.891; 873;  18
217.870493;+03.557331;UPK_431          ;  17.737;  0.482; 728;  10
218.334964;-02.094562;UPK_433          ;  22.002;  6.202; 764;  13
219.011750;-06.082364;UPK_436          ;  24.886;  1.659; 820;  11
221.607599;-09.089822;UPK_442          ;  26.227;  0.836; 649;  17
221.983518;-15.954134;UPK_445          ;  45.654;  0.356; 656;  12
231.793916;+10.593564;UPK_467          ;  19.461;  3.631; 589;  20
232.781328;-04.089037;UPK_470          ;  58.523;  0.951;1002;  15
251.387929;-15.292190;UPK_495          ;   1.919;  0.455; 652;  21
012.373000;-00.181774;UPK_5            ;   7.814;  5.085; 549;  10
258.947248;+07.787913;UPK_508          ;  28.042;  9.994; 821;  15
041.880259;-30.755668;UPK_51           ; -19.978;  1.769; 568;   5
264.674636;-20.352748;UPK_524          ;  28.210;  2.540; 536;  17
265.484203;-14.383156;UPK_526          ;  23.348;  3.516; 564;   7
048.336413;+01.584631;UPK_53           ;  -4.203;  1.083; 585;   6
267.274514;-10.008621;UPK_533          ;  30.968;  3.289; 347;   3
267.554958;-07.106725;UPK_535          ;  11.303;  2.768; 319;   5
268.273320;-07.958865;UPK_537          ;  -3.864;  0.634; 595;   3
048.362503;+04.214217;UPK_54           ;  36.043;  4.812; 812;  18
270.494309;-17.111717;UPK_540          ;  14.456;  3.188; 365;   4
272.837479;-05.787113;UPK_542          ;  14.159;  1.696; 797;  11
274.984206;-09.859922;UPK_545          ;  27.758;  2.312; 335;   5
276.777992;+00.707616;UPK_549          ;  -4.075;  0.686; 996;  22
280.104239;+09.453593;UPK_552          ;   7.675;  2.764; 324;   3
278.235787;+11.562330;UPK_560          ;  14.473;  3.186; 609;  27
288.632639;+02.890230;UPK_562          ;  26.676;  1.461; 791;  13
291.204596;-07.523760;UPK_567          ;   4.889;  1.042; 639;   6
302.958772;+05.469538;UPK_578          ;  -1.257;  0.488; 909;  22
302.950451;+12.147945;UPK_579          ;   2.127;  2.846; 714;  28
308.310959;+12.660105;UPK_587          ;  -8.411;  2.243; 868;  26
313.959146;+23.106971;UPK_599          ;  -8.062;  2.601; 679;  13
318.843782;-08.381363;UPK_605          ;   3.519;  8.202; 731;  14
319.217926;+13.544551;UPK_606          ;  10.435;  2.725; 167;   2
322.890247;-14.641093;UPK_612          ;   4.057;  1.226; 232;   2
325.232227;+00.048658;UPK_617          ; -34.513;  4.489; 716;  19
329.047678;-10.616746;UPK_624          ;   6.403;  3.328; 332;  11
331.368673;-02.361978;UPK_627          ;  -7.182;  2.335; 519;   7
332.964906;-08.532038;UPK_629          ;   3.791;  6.315; 920;  54
343.658079;+04.447580;UPK_640          ;   1.174;  2.002; 173;   1
349.115986;+10.496040;UPK_644          ; -27.385;  5.454; 761;  14
349.545693;-09.506261;UPK_645          ;   2.807; 10.664; 692;   7
359.518510;-10.789013;UPK_654          ;   5.384;  8.759; 499;   3
055.707295;-13.032904;UPK_66           ;  -7.154;  0.539; 667;   9
014.749039;-02.632856;UPK_7            ;  -1.937;  0.375; 768;  28
061.783384;-07.539845;UPK_79           ;   6.610;  7.637; 906;  29
062.879883;+03.800557;UPK_80           ; -44.645;  2.340; 876;   6
063.209288;-00.517660;UPK_82           ; -12.417;  3.735; 534;   3
064.086180;-13.130466;UPK_84           ;  24.598;  0.711; 871;  19
067.183316;-00.209751;UPK_93           ;  14.051;  1.068; 675;  42
224.600634;-02.429468;vdBergh_92       ;  27.580;  6.680;1114;  42

